Key,Value
../data/results/1b05971a4373c7d2463600025db2266\75\6.obj,0.10115251575603593
../data/results/1b05971a4373c7d2463600025db2266\75\7.obj,0.10641524886212511
../data/results/1b05971a4373c7d2463600025db2266\75\8.obj,0.10114461359876514
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\0.obj,0.04991677162449985
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\1.obj,0.09107039192161141
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\2.obj,0.04581287482997123
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\3.obj,0.0777388219211694
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\4.obj,0.0852373164070277
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\5.obj,0.08548203828786402
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\6.obj,0.05194343359183615
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\7.obj,0.06963228106094907
../data/results/1b80175cc081f3e44e4975e87c20ce53\25\8.obj,0.06948545678368515
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\0.obj,0.02985171126294462
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\1.obj,0.03095985675386354
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\2.obj,0.029620057306917733
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\3.obj,0.029468755267294096
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\4.obj,0.031097542408316428
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\5.obj,0.029201226668345317
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\6.obj,0.03118948904295648
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\7.obj,0.027538650268009474
../data/results/1b80175cc081f3e44e4975e87c20ce53\50\8.obj,0.02874323760402659
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\0.obj,0.02813303507228614
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\1.obj,0.02673264035282693
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\2.obj,0.027667809125649048
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\3.obj,0.026990351252039087
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\4.obj,0.027961231923710674
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\5.obj,0.02808274910068012
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\6.obj,0.027715859399851137
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\7.obj,0.02710176524230515
../data/results/1b80175cc081f3e44e4975e87c20ce53\75\8.obj,0.026565397887004377
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\0.obj,0.10864387040476581
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\1.obj,0.08573555641648173
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\2.obj,0.0806106599128008
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\3.obj,0.07886584581743017
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\4.obj,0.09006869895103346
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\5.obj,0.09490159419436425
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\6.obj,0.06679094233036381
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\7.obj,0.07355621178535854
../data/results/1bb81d54471d7c1df51f77a6d7299806\25\8.obj,0.07562288268752837
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\0.obj,0.04727707055888109
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\1.obj,0.04557370312147299
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\2.obj,0.047529752321137035
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\3.obj,0.04733457099049828
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\4.obj,0.04656478207435083
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\5.obj,0.04772023321987391
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\6.obj,0.04699346777759364
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\7.obj,0.04724637910160577
../data/results/1bb81d54471d7c1df51f77a6d7299806\50\8.obj,0.04681145743739544
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\0.obj,0.04297322326003242
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\1.obj,0.043515887364020026
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\2.obj,0.04323638207473078
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\3.obj,0.04296570030960432
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\4.obj,0.04319069285512603
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\5.obj,0.044031721639503314
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\6.obj,0.043481154961658094
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\7.obj,0.04287678671906353
../data/results/1bb81d54471d7c1df51f77a6d7299806\75\8.obj,0.04340718580630265
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\0.obj,0.12815639545680174
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\1.obj,0.1140065029683936
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\2.obj,0.12512543515385388
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\3.obj,0.13095874456653545
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\4.obj,0.11779641086865697
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\5.obj,0.12937186031657838
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\6.obj,0.11255081644763629
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\7.obj,0.13379923420358714
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\25\8.obj,0.12247684629916691
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\0.obj,0.10702977363285857
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\1.obj,0.10355666923691156
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\2.obj,0.10575732548608541
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\3.obj,0.10661886850216373
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\4.obj,0.11012139151670991
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\5.obj,0.11352945536962852
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\6.obj,0.11142218731469654
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\7.obj,0.10516677906553468
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\50\8.obj,0.106714867013167
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\0.obj,0.10461685560635825
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\1.obj,0.10701333704381122
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\2.obj,0.10698590801593778
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\3.obj,0.10632801878428061
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\4.obj,0.10798196379846073
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\5.obj,0.10758329535938327
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\6.obj,0.10750885615716257
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\7.obj,0.10696391166654057
../data/results/1bcd9c3fe6c9087e593ebeeedbff73b\75\8.obj,0.1073836187651422
